REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	SITE MANAGER	JASON DVORAK	78759MDYNT11705	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TRAVIS	TX	78759	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TX		78759	YES	NO	NO	NO	MICHAEL D. GARCIA, P.E., CSP	5129841800	3825	3661						334515						30.419577	-97.746551	112559018								3M CO	006173082	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	COMPLIANCE MANAGER	TIMOTHY PARKER	78380TXSCLPETRO	US ECOLOGY TEXAS INC	3277 COUNTY RD 69	ROBSTOWN	NUECES	TX	78380	US ECOLOGY TEXAS INC	PO BOX 307	ROBSTOWN	TX		78380	YES	NO	NO	NO	MARK JOHN	3613873518	4953							562211						27.729053	-97.658318	147795231								US ECOLOGY INC	118806587	NO		
2011	REGIONAL ENVIRONMENTAL MANAGER		76060SGLVN1530G	US GALVANIZING LLC PLANT NO 1578	1530 GILMAN RD	KENNEDALE	TARRANT	TX	76060	US GALVANIZING LLC PLANT NO 1578	1530 GILMAN RD	KENNEDALE	TX		76060	YES	NO	NO	NO	THEIS RICE	2146314420	3479							332812						32.663295	-97.233002	049218220								TRINITY INDUSTRIES INC	007324254	NO	THEIS.RICE@TRIN.NET	
2011	REGIONAL ENVIRONMENTAL MANAGER		76060SGLVN1530G	US GALVANIZING LLC PLANT NO 1578	1530 GILMAN RD	KENNEDALE	TARRANT	TX	76060	US GALVANIZING LLC PLANT NO 1578	1530 GILMAN RD	KENNEDALE	TX		76060	YES	NO	NO	NO	THEIS RICE	2146314420	3479							332812						32.663295	-97.233002	049218220								TRINITY INDUSTRIES INC	007324254	NO	THEIS.RICE@TRIN.NET	
2011	REGIONAL ENVIRONMENTAL MANAGER		76053TXSGL645WE	US GALVANIZING LLC PLANT NO 1579	645 W HURST BLVD	HURST	TARRANT	TX	76053	US GALVANIZING LLC PLANT NO 1579	645 W HURST BLVD	HURST	TX		76053	YES	NO	NO	NO	THEIS RICE	2146314420	3479							332812						32.808951	-97.182185	608726154								TRINITY INDUSTRIES INC	007324254	NO	THEIS.RICE@TRIN.NET	
2011	REGIONAL ENVIRONMENTAL MANAGER		76053TXSGL645WE	US GALVANIZING LLC PLANT NO 1579	645 W HURST BLVD	HURST	TARRANT	TX	76053	US GALVANIZING LLC PLANT NO 1579	645 W HURST BLVD	HURST	TX		76053	YES	NO	NO	NO	THEIS RICE	2146314420	3479							332812						32.808951	-97.182185	608726154								TRINITY INDUSTRIES INC	007324254	NO	THEIS.RICE@TRIN.NET	
2011	ENVIRONMENTAL COORDINATOR	CHRISTOPHER IVY	79556NTDST1USGR	US GYPSUM	1 USG RD	SWEETWATER	NOLAN	TX	79556	US GYPSUM	PO BOX 1429	SWEETWATER	TX		79556	YES	NO	NO	NO	BRUCE A. CASON	3252367700	3275	1499						327420						32.48477	-100.36619	008019473								USG CORP	121286777	NO	BCASON@USG.COM	
2011	ENVIRONMENTAL COORDINATOR	CHRISTOPHER IVY	79556NTDST1USGR	US GYPSUM	1 USG RD	SWEETWATER	NOLAN	TX	79556	US GYPSUM	PO BOX 1429	SWEETWATER	TX		79556	YES	NO	NO	NO	BRUCE A. CASON	3252367700	3275	1499						327420						32.48477	-100.36619	008019473								USG CORP	121286777	NO	BCASON@USG.COM	
2011	PLANT MANAGER	FREDERIC GOTZ	75247NTDST255RE	US GYPSUM CO	255 REGAL ROW	DALLAS	DALLAS	TX	75247	US GYPSUM CO	255 REGAL ROW	DALLAS	TX		75247	YES	NO	NO	NO	UNITED STATES GYPSUM	2144242521	2891	3275						325520	327420					32.81615	-96.89992	121286777								USG CORP	121286777	NO	CCURTIS@USG.COM	
2011	ENVIRONMENTAL PROTECTION SPECIALIST	FRED STURNIOLO	79036SNTLP419EB	US NATL PARK SERVICE LAKE MEREDITH NRA (LAMR)	419 E BROADWAY	FRITCH	HUTCHINSON	TX	79036	US NATL PARK SERVICE LAKE MEREDITH NRA (LAMR)	PO BOX 1460	FRITCH	TX		790361460	YES	NO	YES	NO	SUPERINTENDENT	8068573151	9512							924120						35.644161	-101.587828									US DEPARTMENT OF THE INTERIOR		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALIST	FRED STURNIOLO	78418SNTLPMALAQ	US NATL PARK SERVICE PADRE ISLAND NATIONAL PARK (PAIS)	MALAQUITE VISITOR CENTER RT 22	CORPUS CHRISTI	KLEBERG	TX	78418	US NATL PARK SERVICE PADRE ISLAND NATIONAL PARK (PAIS)	PO BOX 181300	CORPUS CHRISTI	TX		78480	YES	NO	YES	NO	SUPERINTENDENT	3619498173	9512							924120						27.675877	-97.301861									U.S. DEPARTMENT OF THE INTERIOR		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	ENVIRONMENTAL PROTECTION SPECIALISST	LINDA RILEY-LATTIMORE	78419NVLRS11001	US NAVY NAVAL AIR STATION CORPUS CHRISTI	8851 OCEAN DR	CORPUS CHRISTI	NUECES	TX	78419	US NAVY NAVAL AIR STATION CORPUS CHRISTI	11001 D ST SUITE 146, CODE N42/PUBLIC WORKS DEPT.	CORPUS CHRISTI	TX		78419	YES	NO	YES	NO	ROBERT TORRES	3619612674	9711							928110						27.691635	-97.259408									US DEPARTMENT OF DEFENSE		YES		
2011	DEP DIRECTOR, ENVIRONMENTAL	RANDY VARNER	76127SNVYN151CH	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TARRANT	TX	76127	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TX		76127	NO	YES	YES	NO	MR. DON RAY	8177827815	9711							928110						32.769958	-97.433907									US DEPARTMENT OF DEFENSE		YES	DON.RAY@NAVY.MIL	
2011	DEP DIRECTOR, ENVIRONMENTAL	RANDY VARNER	76127SNVYN151CH	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TARRANT	TX	76127	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TX		76127	NO	YES	YES	NO	MR. DON RAY	8177827815	9711							928110						32.769958	-97.433907									US DEPARTMENT OF DEFENSE		YES	DON.RAY@NAVY.MIL	
2011	DEP DIRECTOR, ENVIRONMENTAL	RANDY VARNER	76127SNVYN151CH	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TARRANT	TX	76127	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TX		76127	NO	YES	YES	NO	MR. DON RAY	8177827815	9711							928110						32.769958	-97.433907									US DEPARTMENT OF DEFENSE		YES	DON.RAY@NAVY.MIL	
2011	DEP DIRECTOR, ENVIRONMENTAL	RANDY VARNER	76127SNVYN151CH	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TARRANT	TX	76127	US NAVY NAVAL AIR STATION JOINT RESERVE BASE FORT WORTH	1510 CHENAULT AVE	FORT WORTH	TX		76127	NO	YES	YES	NO	MR. DON RAY	8177827815	9711							928110						32.769958	-97.433907									US DEPARTMENT OF DEFENSE		YES	DON.RAY@NAVY.MIL	
2011			78363SNVYK554MC	US NAVY NAVAL AIR STATION KINGSVILLE	554 MCCAIN ST SUITE 310	KINGSVILLE	KLEBERG	TX	78363	US NAVY NAVAL AIR STATION KINGSVILLE	554 MCCAIN ST SUITE 310	KINGSVILLE	TX		78363	NO	YES	YES	NO	JON GAGNE	3615166375	9711							928110						27.503639	-97.797611									US DEPARTMENT OF DEFENSE		YES	JON.GAGNE@NAVY.MIL	
2011			78363SNVYK554MC	US NAVY NAVAL AIR STATION KINGSVILLE	554 MCCAIN ST SUITE 310	KINGSVILLE	KLEBERG	TX	78363	US NAVY NAVAL AIR STATION KINGSVILLE	554 MCCAIN ST SUITE 310	KINGSVILLE	TX		78363	NO	YES	YES	NO	JON GAGNE	3615166375	9711							928110						27.503639	-97.797611									US DEPARTMENT OF DEFENSE		YES	JON.GAGNE@NAVY.MIL	
2011	VICE PRESIDENT		75062SPLTN2215C	US PLATING LP	2215 CENTURY CIR	IRVING	DALLAS	TX	75062	US PLATING LP	2215 CENTURY CIR	IRVING	TX		75062	YES	NO	NO	NO	ERIC GALE	9728712800	3471							332813						32.84016	-96.89856	007337900								US PLATING LP		NO	ERIC@USPLATINGTX.COM	
2011	MANAGER OF ENVIRONMENTAL CONTROL	JEREMY DUMOND	75668LNSTRHWY25	US STEEL TUBULAR PRODUCTS INC TEXAS OPERATIONS DIV	6866 HWY 259 S	LONE STAR	MORRIS	TX	75668	US STEEL TUBULAR PRODUCTS INC TEXAS OPERATIONS DIV	PO BOX 1000	LONE STAR	TX		75668	YES	NO	NO	NO	COURTNEY BOONE	4124336791	3317	3312	3479					331210						32.915556	-94.724167	007505464								US STEEL CORP	029990699	NO	CABOONE@USS.COM	
2011	MANAGER OF ENVIRONMENTAL CONTROL	JEREMY DUMOND	75668LNSTRHWY25	US STEEL TUBULAR PRODUCTS INC TEXAS OPERATIONS DIV	6866 HWY 259 S	LONE STAR	MORRIS	TX	75668	US STEEL TUBULAR PRODUCTS INC TEXAS OPERATIONS DIV	PO BOX 1000	LONE STAR	TX		75668	YES	NO	NO	NO	COURTNEY BOONE	4124336791	3317	3312	3479					331210						32.915556	-94.724167	007505464								US STEEL CORP	029990699	NO	CABOONE@USS.COM	
2011	PLANT MANAGER	VANCE NEWCOMER	77547NTDST1201M	USGYPSUM CO GALENA PARK	1201 MAYO SHELL RD	GALENA PARK	HARRIS	TX	77547	USGYPSUM CO GALENA PARK	PO BOX 525	GALENA PARK	TX		77547	YES	NO	NO	NO	ROB GRANGER	7133085471	2621	3275						322121						29.72367	-95.24404	154527641								USG CORP	154527641	NO	RGRANGER@USG.COM	
2011	PLANT MANAGER	VANCE NEWCOMER	77547NTDST1201M	USGYPSUM CO GALENA PARK	1201 MAYO SHELL RD	GALENA PARK	HARRIS	TX	77547	USGYPSUM CO GALENA PARK	PO BOX 525	GALENA PARK	TX		77547	YES	NO	NO	NO	ROB GRANGER	7133085471	2621	3275						322121						29.72367	-95.24404	154527641								USG CORP	154527641	NO	RGRANGER@USG.COM	
2011	EHS COORDINATOR	JEFFREY GUENTHER	78962TXNDS605UT	UTEX INDUSTRIES INC	605 UTEX DR	WEIMAR	COLORADO	TX	78962	UTEX INDUSTRIES INC	PO BOX 901	WEIMAR	TX		78962	YES	NO	NO	NO	JEFFREY GUENTHER	9797258503	3053							339991						29.695684	-96.771049	008069437										NO	JGUENTHER@UTEXIND.COM	
2011	EHS COORDINATOR	JEFFREY GUENTHER	78962TXNDS605UT	UTEX INDUSTRIES INC	605 UTEX DR	WEIMAR	COLORADO	TX	78962	UTEX INDUSTRIES INC	PO BOX 901	WEIMAR	TX		78962	YES	NO	NO	NO	JEFFREY GUENTHER	9797258503	3053							339991						29.695684	-96.771049	008069437										NO	JGUENTHER@UTEXIND.COM	
2011	MANUFACTURING DIRECTOR PLANT 6	ELMER JUSTICE	77049GLFRL17011	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	HARRIS	TX	77049	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	TX		77049	YES	NO	NO	NO	KIM ROWLAN	2814569381	3743							332420						29.864907	-95.135192	005161112								BERKSHIRE HATHAWAY	045256138	NO	ROWLAN@UTLX.COM	
2011	MANUFACTURING DIRECTOR PLANT 6	ELMER JUSTICE	77049GLFRL17011	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	HARRIS	TX	77049	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	TX		77049	YES	NO	NO	NO	KIM ROWLAN	2814569381	3743							332420						29.864907	-95.135192	005161112								BERKSHIRE HATHAWAY	045256138	NO	ROWLAN@UTLX.COM	
2011	MANUFACTURING DIRECTOR PLANT 6	ELMER JUSTICE	77049GLFRL17011	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	HARRIS	TX	77049	UTLX MANUFACTURING INC	16923 OLD BEAUMONT HWY 90	HOUSTON	TX		77049	YES	NO	NO	NO	KIM ROWLAN	2814569381	3743							332420						29.864907	-95.135192	005161112								BERKSHIRE HATHAWAY	045256138	NO	ROWLAN@UTLX.COM	
2011	EH&S MANAGER	KRISTIN MALOSH	77229NRTHS8603S	V&M STAR	8603 SHELDON RD	HOUSTON	HARRIS	TX	77049	V&M STAR	8603 SHELDON RD	HOUSTON	TX		77049	YES	NO	NO	NO	KRISTIN MALOSH	3307421915	3498							332996						29.83911	-95.12761	115705589								V&M STAR LP		NO	KRISTIN.MALOSH@NA.VALLOUREC.COM	
2011	EH&S MANAGER	KRISTIN MALOSH	77229NRTHS8603S	V&M STAR	8603 SHELDON RD	HOUSTON	HARRIS	TX	77049	V&M STAR	8603 SHELDON RD	HOUSTON	TX		77049	YES	NO	NO	NO	KRISTIN MALOSH	3307421915	3498							332996						29.83911	-95.12761	115705589								V&M STAR LP		NO	KRISTIN.MALOSH@NA.VALLOUREC.COM	
2011	EH&S MANAGER	KRISTIN MALOSH	77229NRTHS8603S	V&M STAR	8603 SHELDON RD	HOUSTON	HARRIS	TX	77049	V&M STAR	8603 SHELDON RD	HOUSTON	TX		77049	YES	NO	NO	NO	KRISTIN MALOSH	3307421915	3498							332996						29.83911	-95.12761	115705589								V&M STAR LP		NO	KRISTIN.MALOSH@NA.VALLOUREC.COM	
2011	EH&S MANAGER	KRISTIN MALOSH	77229NRTHS8603S	V&M STAR	8603 SHELDON RD	HOUSTON	HARRIS	TX	77049	V&M STAR	8603 SHELDON RD	HOUSTON	TX		77049	YES	NO	NO	NO	KRISTIN MALOSH	3307421915	3498							332996						29.83911	-95.12761	115705589								V&M STAR LP		NO	KRISTIN.MALOSH@NA.VALLOUREC.COM	
2011	EH&S MANAGER	KRISTIN MALOSH	77229NRTHS8603S	V&M STAR	8603 SHELDON RD	HOUSTON	HARRIS	TX	77049	V&M STAR	8603 SHELDON RD	HOUSTON	TX		77049	YES	NO	NO	NO	KRISTIN MALOSH	3307421915	3498							332996						29.83911	-95.12761	115705589								V&M STAR LP		NO	KRISTIN.MALOSH@NA.VALLOUREC.COM	
