REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	GARY CUSHING	42025LCBNDSYMSO	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	MARSHALL	KY	42025	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	KY		42025	YES	NO	NO	NO	GARY A. CUSHING	2705274278	3081	3083						326130						36.86642	-88.35834	056819287								3A COMPOSITES USA INC		NO	GARY.CUSHING@3ACOMPOSITES.COM	
2011	PROGRAM MANAGER	JEREMY RAINS	42223SRMYF8MILE	US ARMY FORT CAMPBELL RANGE FACILITY	ATTN: IMSE-CAM-PWE, BLDG 865 16TH  & BASTOGNE	FORT CAMPBELL	CHRISTIAN	KY	42223	US ARMY FORT CAMPBELL RANGE FACILITY	ATTN: IMSE-CAM-PWE, BLDG 865 16TH  & BASTOGNE	FORT CAMPBELL	KY		42223	YES	NO	YES	NO	JEREMY L RAINS	2707989768	9711							928110						36.621667	-87.623333									US DEPARTMENT OF DEFENSE		YES	JEREMY.L.RAINS.CIV@MAIL.MIL	
2011	PROGRAM MANAGER	JEREMY RAINS	42223SRMYF8MILE	US ARMY FORT CAMPBELL RANGE FACILITY	ATTN: IMSE-CAM-PWE, BLDG 865 16TH  & BASTOGNE	FORT CAMPBELL	CHRISTIAN	KY	42223	US ARMY FORT CAMPBELL RANGE FACILITY	ATTN: IMSE-CAM-PWE, BLDG 865 16TH  & BASTOGNE	FORT CAMPBELL	KY		42223	YES	NO	YES	NO	JEREMY L RAINS	2707989768	9711							928110						36.621667	-87.623333									US DEPARTMENT OF DEFENSE		YES	JEREMY.L.RAINS.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	DIRECTOR OF PUBLIC WORKS	PATRICK WALSH	40121SRMYRBLDG7	US ARMY GARRISON FORT KNOX	125 6TH AVE STE 320 IMKN-PWE	FORT KNOX	HARDIN	KY	401215719	US ARMY GARRISON FORT KNOX	DIRECTORATE OF PUBLIC WORKS	FORT KNOX	KY		401215719	NO	YES	YES	NO	MICHAEL HASTY	5026243629	9711							928110						37.953889	-85.989167			KY6210020479		KY0002917				US DEPARTMENT OF DEFENSE		YES	MICHAEL.C.HASTY.CIV@MAIL.MIL	
2011	ENVIRONMENTAL PROGRAM MANAGER	FAITH FIENE	42345SRMYN4675S	US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES	4675 STATE RT 181 N	GREENVILLE	MUHLENBERG	KY	42345	US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES	BNGC; 162 MINUTEMAN PKWY:  ATTN LINDA MITCHELL	FRANKFORT	KY		406016168	YES	NO	YES	NO	LTC KIRK E HILBRECHT	5026071600								928110						37.26667	-87.187492									US DEPARTMENT OF DEFENSE		YES	KIRK.HILBRECHT@US.ARMY.MIL	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	WASTE MANAGEMENT/ENVIRONMENTAL COMPLIANCE MAN	BRIAN BELL	42001PDCHGHOBBS	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	5600 HOBBS RD	KEVIL	MC CRACKEN	KY	42053	US ENRICHMENT CORP PADUCAH GASEOUS DIFFUSION PLANT	PO BOX 1410	PADUCAH	KY		420021410	YES	NO	NO	NO	PAUL JACOBSON	3015643399	2819							325188						37.114444	-88.809167	177154820								US ENRICHMENT CORP	177154820	NO	JACOBSONP@USEC.COM	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	SCOTT FALLECKER	42337STVPR13246	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	MUHLENBERG	KY	42337	US TVA PARADISE FOSSIL PLANT	13246 STATE RT 176 SUITE 10	DRAKESBORO	KY		42337	YES	NO	YES	NO	SCOTT FALLECKER	2704763332	4911							221112						37.254167	-86.9875									US TENNESSEE VALLEY AUTHORITY		YES	SLFALLECKER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
2011	PLANT MANAGER	JERRY KALER	42086STVSH7900M	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	MC CRACKEN	KY	42086	US TVA SHAWNEE FOSSIL PLANT	7900 METROPOLIS LAKE RD	WEST PADUCAH	KY		42086	YES	NO	YES	NO	MIKE KALER	2705758005	4911							221112						37.141126	-88.765325									US TENNESSEE VALLEY AUTHORITY		YES	JMKALER@TVA.GOV	
