REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2011	FINANCE DIRECTOR	DEBBY HOUSEMAN	04426PQCNT64PAR	P-Q CONTROLS INC MAINE	64 PARK ST	DOVER-FOXCROFT	PISCATAQUIS	ME	04426	P-Q CONTROLS INC MAINE	64 PARK ST	DOVER-FOXCROFT	ME		04426	YES	NO	NO	NO	DEBBY HOUSEMAN	8605836994	3679							331491						45.19207	-69.23863											NO	DEBBY@PQCONTROLS.COM	
2011	ENVIRONMENTAL SAFETY ENGINEER		03904WTTSFCUTTS	PARKER HANNIFIN CORP PNEUMATIC DIV KITTERY MAINE	9 CUTTS RD	KITTERY	YORK	ME	03904	PARKER HANNIFIN CORP PNEUMATIC DIV KITTERY MAINE	9 CUTTS RD	KITTERY	ME		03904	YES	NO	NO	NO	TODD LELAND	2074754073	3492	3541						332912						43.12148	-70.72216	004175550								PARKER HANNIFIN CORP	004175550	NO	TLELAND@PARKER.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0433WPKNDSRR6BX	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	KENNEBEC	ME	04330	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	ME		04330	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.383441	-69.818544	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0433WPKNDSRR6BX	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	KENNEBEC	ME	04330	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	ME		04330	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.383441	-69.818544	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0433WPKNDSRR6BX	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	KENNEBEC	ME	04330	PIKE INDUSTRIES INC - AUGUSTA	RR6 BOX 1126 SANFORD RD	AUGUSTA	ME		04330	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.383441	-69.818544	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0427WPKNDS164SP	PIKE INDUSTRIES INC - POLAND	164 SPRINGWATER RD	POLAND	ANDROSCOGGIN	ME	04274	PIKE INDUSTRIES INC - POLAND	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.023226	-70.351555	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0427WPKNDS164SP	PIKE INDUSTRIES INC - POLAND	164 SPRINGWATER RD	POLAND	ANDROSCOGGIN	ME	04274	PIKE INDUSTRIES INC - POLAND	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.023226	-70.351555	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0427WPKNDS164SP	PIKE INDUSTRIES INC - POLAND	164 SPRINGWATER RD	POLAND	ANDROSCOGGIN	ME	04274	PIKE INDUSTRIES INC - POLAND	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.023226	-70.351555	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS81BYD	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	YORK	ME	04090	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	ME		04090	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.304261	-70.701843	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS81BYD	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	YORK	ME	04090	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	ME		04090	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.304261	-70.701843	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS81BYD	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	YORK	ME	04090	PIKE INDUSTRIES INC - WELLS	81 BOYD RD	WELLS	ME		04090	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.304261	-70.701843	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS58MAI	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	CUMBERLAND	ME	04092	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.67736	-70.33128	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS58MAI	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	CUMBERLAND	ME	04092	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.67736	-70.33128	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0409WPKNDS58MAI	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	CUMBERLAND	ME	04092	PIKE INDUSTRIES INC - WESTBROOK	58 MAIN ST	WESTBROOK	ME		04092	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						43.67736	-70.33128	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0493WPKNDS15PIK	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	KENNEBEC	ME	04937	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	ME		04937	YES	NO	NO	NO	PIKE INDUSTRIES, INC.	6035275100								212313	324121					44.59362	-69.61354									PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0493WPKNDS15PIK	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	KENNEBEC	ME	04937	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	ME		04937	YES	NO	NO	NO	PIKE INDUSTRIES, INC.	6035275100								212313	324121					44.59362	-69.61354									PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0493WPKNDS15PIK	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	KENNEBEC	ME	04937	PIKE INDUSTRIES INC FAIRFIELD	15 PIKE DR	FAIRFIELD	ME		04937	YES	NO	NO	NO	PIKE INDUSTRIES, INC.	6035275100								212313	324121					44.59362	-69.61354									PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0498WPRSPC275HA	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	WALDO	ME	04981	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	ME		04981	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.548412	-68.883147	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0498WPRSPC275HA	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	WALDO	ME	04981	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	ME		04981	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.548412	-68.883147	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	CORP EHS & LAND MANAGER	BRIAN DONOVAN	0498WPRSPC275HA	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	WALDO	ME	04981	PIKE INDUSTRIES INC PROSPECT	275 HAWES BRIDGE RD	PROSPECT	ME		04981	YES	NO	NO	NO	JOHN KORIS	2078542561								324121						44.548412	-68.883147	018970517								PIKE INDUSTRIES INC	018970517	NO	JKORIS@PIKEINDUSTRIES.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	PLANT MANAGER	JEFFREY MARQUIS	04210STRLNPIONI	PIONEER PLASTICS CORP	1 PIONITE RD	AUBURN	ANDROSCOGGIN	ME	042111014	PIONEER PLASTICS CORP	PO BOX 1014	AUBURN	ME		042111014	YES	NO	NO	NO	JESSICA SMITH	2076899342	3083	2672	2821					326130	322222	325211				44.0675	-70.257222	194475992								PANOLAM INDUSTRIES INTERNATIONAL INC	947324158	NO	JLSMITH@PIONITE.COM	
2011	GENERAL MANAGER	MICHAEL PAPP	03906PRTTWROUTE	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	YORK	ME	03906	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	ME		03906	YES	NO	NO	NO	HEATHER SUMMERER	8605650557	3724							336412						43.308611	-70.728611	081301475								UNITED TECHNOLOGIES CORP	001344142	NO	HEATHER.SUMMERER@PW.UTC.COM	
2011	GENERAL MANAGER	MICHAEL PAPP	03906PRTTWROUTE	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	YORK	ME	03906	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	ME		03906	YES	NO	NO	NO	HEATHER SUMMERER	8605650557	3724							336412						43.308611	-70.728611	081301475								UNITED TECHNOLOGIES CORP	001344142	NO	HEATHER.SUMMERER@PW.UTC.COM	
2011	GENERAL MANAGER	MICHAEL PAPP	03906PRTTWROUTE	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	YORK	ME	03906	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	ME		03906	YES	NO	NO	NO	HEATHER SUMMERER	8605650557	3724							336412						43.308611	-70.728611	081301475								UNITED TECHNOLOGIES CORP	001344142	NO	HEATHER.SUMMERER@PW.UTC.COM	
2011	GENERAL MANAGER	MICHAEL PAPP	03906PRTTWROUTE	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	YORK	ME	03906	PRATT & WHITNEY	113 WELLS ST M/S 801-38	NORTH BERWICK	ME		03906	YES	NO	NO	NO	HEATHER SUMMERER	8605650557	3724							336412						43.308611	-70.728611	081301475								UNITED TECHNOLOGIES CORP	001344142	NO	HEATHER.SUMMERER@PW.UTC.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	MILL MANAGER	MICHAEL FOOTER	04468JMSRVPORTL	RED SHIELD ACQUISITION LLC	24 PORTLAND ST	OLD TOWN	PENOBSCOT	ME	044682024	RED SHIELD ACQUISITION LLC	PO BOX 564	OLD TOWN	ME		044680564	YES	NO	NO	NO	MICHAEL FOOTER	2078277711	2611	2621						322110						44.917222	-68.636111	829915508								PATRIARCH PARTNERS LLC		NO	MICHAEL.FOOTER@OLDTOWNFF.COM	
2011	FACILITY MANAGER	DOUGLAS FRAZIER	04074RCHTL28PON	RICH TECHNOLOGY INTERNATIONAL	28 POND VIEW RD	SCARBOROUGH	CUMBERLAND	ME	04074	RICH TECHNOLOGY INTERNATIONAL	28 POND VIEW RD	SCARBOROUGH	ME		04074	YES	NO	NO	NO	DOUG FRAZIER	2078837424	3599							333611	336412					43.600829	-70.298151	000109530								LAI INTERNATIONAL		NO	DFRAIZER@LAICO.COM	
2011	FACILITY MANAGER	DOUGLAS FRAZIER	04074RCHTL28PON	RICH TECHNOLOGY INTERNATIONAL	28 POND VIEW RD	SCARBOROUGH	CUMBERLAND	ME	04074	RICH TECHNOLOGY INTERNATIONAL	28 POND VIEW RD	SCARBOROUGH	ME		04074	YES	NO	NO	NO	DOUG FRAZIER	2078837424	3599							333611	336412					43.600829	-70.298151	000109530								LAI INTERNATIONAL		NO	DFRAIZER@LAICO.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
